DrugID,Name,Route,AuthCountry,AuthHolder,MasterFileLocation,Email
76352,Kventiax Prolong,Oral Use,Czech Republic,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.cz@krka.biz
76353,Kventiax Sr,Oral Use,Croatia,Krka-Farma D.O.O.,Slovenia,Pharmacovigilance.HR@krka.biz
76354,Kventiax Sr,Oral Use,Estonia,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.ee@krka.biz
76355,Kventiax Sr,Oral Use,Hungary,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.hu@krka.biz
76356,Kventiax Sr,Oral Use,Poland,"Krka, D.D., Novo Mesto",Slovenia,Pharmacovigilance.PL@krka.biz
76357,Kventiax Sr,Oral Use,Slovakia,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.sk@krka.biz
76358,Kventiax Sr,Oral Use,Slovenia,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance@krka.biz
76359,Kvetiapin Accord,Oral Use,Slovenia,Accord Healthcare Polska Sp. Z O.O.,Poland,arlettawerynska@lambda-cro.com
76360,Kvetiapin Pharmas,Oral Use,Croatia,Pharmas D.O.O.,Croatia,pharmacovigilance@pharmas.hr
76361,Kvetiapin Xr Pharmas,Oral Use,Croatia,Pharmas D.O.O.,Croatia,pharmacovigilance@pharmas.hr
76362,Kvilla,Oral Use,Finland,Evolan Pharma Ab,Czech Republic,pv@evolan.se
76363,Kwas Foliowy Olimp,Oral Use,Poland,Olimp Laboratories Sp. Z O.O.,Poland,olimp@qbdgroup.com
76364,Kwas Kargluminowy,Oral Use,Poland,Waymade B.V.,Germany,pvservices@propharmagroup.com
76365,Kwas Traneksamowy Tillomed,Intravenous Use,Poland,Tillomed Pharma Gmbh,Romania,PVUK@tillomed.com
76366,Kwas Ursodeoksycholowy Pharmaceutical Innovation,Oral Use,Poland,"Pharmaceutical Innovation Services, S.L.",Spain,carranz@pharmaceuticalinnovation.es
76367,Kwells,Oral Use,Ireland,Dexcel Pharma Gmbh,Germany,pharmakovigilanz@dexcel.com
76368,Kwells,Oral Use,Malta,Dexcel Pharma Gmbh,Germany,pharmakovigilanz@dexcel.com
76369,Kwetaplex,Oral Use,Poland,Adamed Pharma S.A.,Poland,pv@adamed.com
76370,Kwetaplex Xr,Oral Use,Poland,Adamed Pharma S.A.,Poland,pv@adamed.com
76371,Kwetina,Oral Use,Poland,Hasco-Lek,Poland,ev@hasco-lek.pl
76372,Kwexyma,Oral Use,Poland,Exeltis Poland Sp. Z O.O.,Spain,pharmacovigilance@exeltis.com
76373,Kwiat Bzu Czarnego,Oral Use,Poland,Labofarm Sp. Z O.O.,Poland,pharmacovigilance@labofarm.com.pl
76374,Kwiat Głogu Fix,Oral Use,Poland,Zaklady Farmaceutyczne Polpharma S.A.,Poland,phv@polpharma.com
76375,Kwiatostan Głogu,Oral Use,Poland,Labofarm Sp. Z O.O.,Poland,pharmacovigilance@labofarm.com.pl
76376,Kwiatostan Lipy,Oral Use,Poland,Labofarm Sp. Z O.O.,Poland,pharmacovigilance@labofarm.com.pl
76377,Kwikaton,Oral Use,Hungary,Stada Arzneimittel Ag,Germany,dso@stada.de
76378,Kwikaton,Oral Use,Poland,Stada Arzneimittel Ag,Germany,dso@stada.de
76379,Kyaresta,Oral Use,Romania,Neola Pharma Srl,Romania,pharmacovigilance@neolapharma.ro
76380,Kybernin,Intravenous Use,Hungary,Csl Behring Gmbh,Germany,EU.QPPV@cslbehring.com
76381,Kybernin P,Intravenous Use,Austria,Csl Behring Gmbh,Germany,EU.QPPV@cslbehring.com
76382,Kybernin P,Intravenous Use,Croatia,Csl Behring Gmbh,Germany,EU.QPPV@cslbehring.com
76383,Kybernin P,Intravenous Use,Czech Republic,Csl Behring Gmbh,Germany,EU.QPPV@cslbehring.com
76384,Kybernin P,Intravenous Use,Germany,Csl Behring Gmbh,Germany,eu.qppv@cslbehring.com
76385,Kybernin P,Intravenous Use,Greece,Csl Behring E.P.E.,Germany,EU.QPPV@cslbehring.com
76386,Kybernin P,Intravenous Use,Italy,Csl Behring Gmbh,Germany,EU.QPPV@cslbehring.com
76387,Kybernin P,Intravenous Use,Luxembourg,Csl Behring Gmbh,Germany,EU.QPPV@cslbehring.com
76388,Kybernin P,Intravenous Use,Luxembourg,Csl Behring Gmbh,Germany,eu.qppv@cslbehring.com
76389,Kybernin P,Intravenous Use,Poland,Csl Behring Gmbh,Germany,eu.qppv@cslbehring.com
76390,Kybernin P,Intravenous Use,Portugal,Csl Behring Gmbh,Germany,eu.qppv@cslbehring.com
76391,Kybernin P,Intravenous Use,Slovakia,Csl Behring Gmbh,Germany,EU.QPPV@cslbehring.com
76392,Kybernin P,Intravenous Use,Slovenia,Csl Behring Gmbh,Germany,EU.QPPV@cslbehring.com
76393,Kybernin P,Intravenous Use,Spain,Csl Behring S.A.,Germany,EU.QPPV@cslbehring.com
76394,Kyinsu,Subcutaneous Use,European Union,Novo Nordisk A/S,Denmark,SOSPON@novonordisk.com
76395,Kyinsu,Subcutaneous Use,Iceland,Novo Nordisk A/S,Denmark,SOSPON@novonordisk.com
76396,Kyinsu,Subcutaneous Use,Norway,Novo Nordisk A/S,Denmark,SOSPON@novonordisk.com
76397,Kyleena,Intrauterine Use,Austria,Bayer Austria Gmbh,Germany,bv-med-ams@bayer.com
76398,Kyleena,Intrauterine Use,Belgium,Bayer Sa Nv,Germany,drugsafety.benelux@bayer.com
76399,Kyleena,Intrauterine Use,Czech Republic,Bayer Ag,Germany,pv.cee@bayer.com
76400,Kyleena,Intrauterine Use,Denmark,Bayer Ab,Germany,PV.nordics@bayer.com
76401,Kyleena,Intrauterine Use,Estonia,Bayer Ag,Germany,PV.nordics@bayer.com
76402,Kyleena,Intrauterine Use,Finland,Bayer Oy,Germany,PV.nordics@bayer.com
76403,Kyleena,Intrauterine Use,France,Bayer Healthcare,Germany,frenchdrugsafety@bayer.com
76404,Kyleena,Intrauterine Use,Iceland,Bayer Ab,Germany,PV.nordics@bayer.com
76405,Kyleena,Intrauterine Use,Ireland,Bayer Ltd,Germany,PVIreland@bayer.com
76406,Kyleena,Intrauterine Use,Italy,Bayer Spa,Germany,pharmacovigilance.sweu@bayer.com
76407,Kyleena,Intrauterine Use,Latvia,Bayer Ag,Germany,PV.nordics@bayer.com
76408,Kyleena,Intrauterine Use,Lithuania,Bayer Ag,Germany,PV.nordics@bayer.com
76409,Kyleena,Intrauterine Use,Netherlands,Bayer B.V.,Germany,drugsafety.benelux@bayer.com
76410,Kyleena,Intrauterine Use,Norway,Bayer Ab,Germany,PV.nordics@bayer.com
76411,Kyleena,Intrauterine Use,Poland,Bayer Ag,Germany,pv.cee@bayer.com
76412,Kyleena,Intrauterine Use,Portugal,Bayer Portugal Lda,Germany,pharmacovigilance.sweu@bayer.com
76413,Kyleena,Intrauterine Use,Slovenia,Bayer D.O.O,Germany,pv.alpeadria@bayer.com
76414,Kyleena,Intrauterine Use,Spain,Bayer Hispania Sl,Germany,pharmacovigilance.sweu@bayer.com
76415,Kyleena,Intrauterine Use,Sweden,Bayer Ab,Germany,PV.nordics@bayer.com
76416,Kyleena,Intrauterine Use,United Kingdom (Northern Ireland),Bayer Plc,Germany,medical.information@bayer.co.uk
76417,Kylixa,Oral Use,Hungary,Gedeon Richter Plc.,Hungary,drugsafety@richter.hu
76418,Kylnetta,Oral Use,United Kingdom (Northern Ireland),Gedeon Richter Plc.,Hungary,pvservices@diamondpharmaservices.com
76419,Kylnetta Ed,Oral Use,United Kingdom (Northern Ireland),Gedeon Richter Plc.,Hungary,pvservices@diamondpharmaservices.com
76420,Kymazol,Oral Use,Cyprus,Rafarm Sa.,Greece,pharmacovigilance@rafarm.gr
76421,Kymazol,Oral Use,Greece,Rafarm Sa.,Greece,pharmacovigilance@rafarm.gr
76422,Kymazol,Oral Use,Greece,Rafarm Sa.,Greece,pharmacovigilance@rafarm.gr
76423,Kymbek,Oral Use,Romania,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76424,Kymbek,Oral Use,Czech Republic,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76425,Kymbek,Oral Use,Hungary,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76426,Kymbek,Oral Use,Latvia,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76427,Kymbek,Oral Use,Poland,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76428,Kymbek,Oral Use,Slovakia,Egis Pharmaceuticals Plc,Hungary,pharmacovigilance@egis.hu
76429,Kymoral,Oral Use,Greece,Rafarm Sa.,Greece,pharmacovigilance@rafarm.gr
76430,Kymriah,Intravenous Use,European Union,Novartis Europharm Limited,Germany,safety.no@novartis.com
76431,Kymriah,Intravenous Use,Iceland,Novartis Europharm Limited,Germany,safety.no@novartis.com
76432,Kymriah,Intravenous Use,Liechtenstein,Novartis Europharm Limited,Germany,safety.no@novartis.com
76433,Kymriah,Intravenous Use,Norway,Novartis Europharm Limited,Germany,safety.no@novartis.com
76434,Kynapine Odt,Oral Use,Denmark,Medochemie Hellas Sa,Cyprus,pharmacovigilance@medochemie.com
76435,Kynmobi,Sublingual Use,France,"Bial - Portela & Cª , Sa",Portugal,pharmacovigilance@bial.com
76436,Kynmobi,Sublingual Use,France,"Bial - Portela & Cª , Sa",Portugal,pharmacovigilance@bial.com
76437,Kynmobi,Sublingual Use,Germany,"Bial - Portela & Cª , Sa",Portugal,pharmacovigilance@bial.com
76438,Kynmobi,Sublingual Use,Italy,"Bial - Portela & Cª , Sa",Portugal,pharmacovigilance@bial.com
76439,Kynmobi,Sublingual Use,Portugal,"Bial - Portela & Cª , Sa",Portugal,pharmacovigilance@bial.com
76440,Kynmobi,Sublingual Use,Spain,"Bial - Portela & Cª , Sa",Portugal,pharmacovigilance@bial.com
76441,Kynmobi Packung Zur Einleitung Der Behandlung,Sublingual Use,Germany,"Bial - Portela & Cª , Sa",Portugal,pharmacovigilance@bial.com
76442,Kyno,Oral Use,France,Ethypharm,France,drugsafety@ethypharm.com
76443,Kyntheum,Subcutaneous Use,European Union,Leo Pharma A/S,Denmark,drug.safety@leo-pharma.com
76444,Kyntheum,Subcutaneous Use,Iceland,Leo Pharma A/S,Denmark,drug.safety@leo-pharma.com
76445,Kyntheum,Subcutaneous Use,Liechtenstein,Leo Pharma A/S,Denmark,drug.safety@leo-pharma.com
76446,Kyntheum,Subcutaneous Use,Norway,Leo Pharma A/S,Denmark,drug.safety@leo-pharma.com
76447,Kyntheum,Subcutaneous Use,United Kingdom (Northern Ireland),Leo Pharma A/S,Denmark,drug.safety@leo-pharma.com
76448,Kyolic,Oral Use,Germany,Herbalist & Doc Gmbh,Germany,info@herbalist-doc.com
76449,Kyprolis,Intravenous Use,European Union,Amgen Europe B.V.,Sweden,qppv@amgen.com
76450,Kyprolis,Intravenous Use,Iceland,Amgen Europe B.V.,Sweden,qppv@amgen.com
76451,Kyprolis,Intravenous Use,Norway,Amgen Europe B.V.,Sweden,qppv@amgen.com
76452,Kyselina,Intravenous Use,Slovakia,Stada Arzneimittel Ag,Germany,dso@stada.de
76453,Kyselina Acetylsalicylová Panpharma,Intravenous Use,Czech Republic,Panmedica,France,pharmacovigilance@panpharma.fr
76454,Kyselina Ibandrónová Sandoz,Oral Use,Slovakia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com
76455,Kyselina Zoledrónová Sandoz,Intravenous Use,Slovakia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com
76456,Kyselina Zoledrónová Stada,Intravenous Use,Slovakia,Stada Arzneimittel Ag,Germany,dso@stada.de
76457,Kyslík Medicinální Plynný Sol,Inhalation Use,Czech Republic,Sol Spa,Italy,sol@gb-pharma.it
76458,Kyslík Medicinální Stlacený Air Products,Inhalation Use,Czech Republic,Air Products Spol. S r.O.,Spain,HOISCHV@airproducts.com
76459,Kyslík Medicinální Stlačený Air Products,Inhalation Use,Czech Republic,Air Products Spol. S r.O.,Spain,HOISCHV@airproducts.com
76460,Kyslík Medicinální Zkapalnený Air Products,Inhalation Use,Czech Republic,Air Products Spol. S r.O.,Spain,HOISCHV@airproducts.com
76461,Kytril,Intravenous Use,Austria,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76462,Kytril,Intravenous Use,Belgium,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76463,Kytril,Intravenous Use,Belgium,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76464,Kytril,Intravenous Use,Czech Republic,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76465,Kytril,Intravenous Use,Estonia,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76466,Kytril,Intravenous Use,France,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76467,Kytril,Intravenous Use,Ireland,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76468,Kytril,Intravenous Use,Italy,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76469,Kytril,Intravenous Use,Spain,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76470,Kytril,Oral Use,Austria,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76471,Kytril,Oral Use,Belgium,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76472,Kytril,Oral Use,Belgium,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76473,Kytril,Oral Use,Czech Republic,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76474,Kytril,Oral Use,Estonia,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76475,Kytril,Oral Use,France,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76476,Kytril,Oral Use,Ireland,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76477,Kytril,Oral Use,Italy,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76478,Kytril,Oral Use,Netherlands,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76479,Kytril,Oral Use,Slovenia,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76480,Kytril,Oral Use,Spain,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76481,Kytril,Oral Use,United Kingdom (Northern Ireland),Atnahs Pharma Uk Limited,Spain,Safety@pharmanovia.com
76482,Kytril,Intravenous Use,Czech Republic,Atnahs Pharma Netherlands B.V.,Spain,Safety@pharmanovia.com
76483,Kytta,Cutaneous Use,Austria,P&g Health Germany Gmbh,Germany,qppvch.im@pg.com
76484,Kytta Geruchsneutral,Cutaneous Use,Germany,P&g Health Germany Gmbh,Germany,qppvch.im@pg.com
76485,Kytta Schmerzsalbe,Cutaneous Use,Germany,P&g Health Germany Gmbh,Germany,qppvch.im@pg.com
76486,Kytta Schmerzsalbe,Cutaneous Use,Luxembourg,P&g Health Germany Gmbh,Germany,qppvch.im@pg.com
76487,Kytta Sedativum Für Den Tag,Oral Use,Luxembourg,P&g Health Germany Gmbh,Germany,qppvch.im@pg.com
76488,Kytta Wärmecreme Mit Capsaicin,Cutaneous Use,Germany,P&g Health Germany Gmbh,Germany,qppvch.im@pg.com
76489,Kytta-Sedativum Dragees,Oral Use,Germany,P&g Health Germany Gmbh,Germany,qppvch.im@pg.com
76490,Kytta-Sedativum Dragees,Oral Use,Luxembourg,P&g Health Germany Gmbh,Germany,qppvch.im@pg.com
76491,Kytta-Sedativum Für Den Tag,Oral Use,Germany,P&g Health Germany Gmbh,Germany,qppvch.im@pg.com
76492,Kyypakkaus,Oral Use,Finland,Orion Corporation,Finland,pharmacovigilance@orionpharma.com
76493,Kислород Siad,Inhalation Use,Bulgaria,Siad Bulgaria Eood,Greece,vili.topalova@avpharm.com
76494,L 52,Oral Use,Poland,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76495,L I P S I N,Oral Use,Italy,I.B.N. Savio S.R.L.,Italy,farmacovigilanza@ibnsavio.it
76496,L O F O S T I N,Oral Use,Greece,Venifar Ltd,Greece,administration@venifar.com
76497,L.P.,Oral Use,France,Arrow Generiques,Malta,pharmacovigilance.eu@aurobindo.com
76498,L.P.,Oral Use,France,Arrow Generiques,Malta,pharmacovigilance.eu@aurobindo.com
76499,L.P.,Oral Use,France,Arrow Generiques,Malta,pharmacovigilance.eu@aurobindo.com
76500,L107,Oral Use,Italy,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76501,L107,Sublingual Use,France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76502,L107,Sublingual Use,France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76503,L107,Oral Use,France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76504,L114,Oral Use,Spain,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76505,L114,Sublingual Use,France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76506,L25,Sublingual Use,France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76507,L28,Sublingual Use,France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76508,L28,Oral Use,Spain,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76509,L52,Oral Use,Spain,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76510,L52,Sublingual Use,Belgium,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76511,L52,Sublingual Use,France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76512,L72,Oral Use,Poland,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76513,L72,"Oral Use ,Sublingual Use",France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76514,L72,Sublingual Use,France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76515,L72,Oral Use,Spain,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76516,Lääkehappi Awo,Inhalation Use,Finland,Woikoski Oy,Finland,pharmacovigilance.finland@pharmalex.com
76517,Lääkehiilidioksidi Awo,Inhalation Use,Finland,Woikoski Oy,Finland,pharmacovigilance.finland@pharmalex.com
76518,Lääkeilma Awo,Inhalation Use,Finland,Woikoski Oy,Finland,pharmacovigilance.finland@pharmalex.com
76519,Lääkkeellinen 5 Kaasun Keuhkofunktiokaasu,Inhalation Use,Finland,Woikoski Oy,Finland,pharmacovigilance.finland@pharmalex.com
76520,Lääkkeellinen Ilokaasu Awo,Inhalation Use,Finland,Woikoski Oy,Finland,pharmacovigilance.finland@pharmalex.com
76521,Labdiazina,Oral Use,Portugal,"Sidefarma - Sociedade Industrial De Expansão Farmacêutica, S.A.",Portugal,farmacovigilancia@sidefarma.pt
76522,Labella,Oral Use,Estonia,Uab Exeltis Baltics,Spain,pharmacovigilance@exeltis.com
76523,Labella,Oral Use,Lithuania,Uab Exeltis Baltics,Spain,pharmacovigilance@exeltis.com
76524,Labentrol,Oral Use,Greece,Sja Pharm Ltd,Greece,a.liatsos@medicair.gr
76525,Labentrol,Oral Use,Greece,Sja Pharm Ltd,Greece,a.liatsos@medicair.gr
76526,Labentrol,Intravenous Use,Greece,Sja Pharm Ltd,Greece,a.liatsos@medicair.gr
76527,Laberon,Inhalation Use,Croatia,Stada D.O.O.,Germany,dso@stada.de
76528,Laberon,Inhalation Use,Denmark,Stada Arzneimittel Ag,Germany,dso@stada.de
76529,Laberon,Inhalation Use,Iceland,Stada Arzneimittel Ag,Germany,dso@stada.de
76530,Laberon,Inhalation Use,Norway,Stada Arzneimittel Ag,Germany,dso@stada.de
76531,Labertaler St. Sebastian Brunnen,Oral Use,Germany,Labertaler Heil- Und Mineralquellen-Getränke Hausler Gmbh,Germany,heilwasser-pvs@scratch-pv.com
76532,Labetalol Generics Uk,Oral Use,United Kingdom (Northern Ireland),Generics [uk] Limited,Italy,productsafety@viatris.com
76533,Labetalol Hcl Mylan,Oral Use,Netherlands,Mylan B.V.,Italy,productsafety@viatris.com
76534,Labetalol Pharmakern,Intravenous Use,Portugal,"Pharmakern Portugal – Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Spain,farmacovigilancia@kernpharma.com
76535,Labetalol S.A.L.F.,Intravenous Use,Denmark,S.A.L.F. Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76536,Labetalol S.A.L.F.,Intravenous Use,Finland,S.A.L.F. Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76537,Labetalol S.A.L.F.,Intravenous Use,Malta,S.A.L.F. Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76538,Labetalol S.A.L.F.,Intravenous Use,Norway,S.A.L.F. Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76539,Labetalol S.A.L.F.,Intravenous Use,Portugal,S.A.L.F. Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76540,Labetalol S.A.L.F.,Intravenous Use,Spain,Salf Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76541,Labetalol S.A.L.F.,Intravenous Use,Sweden,S.A.L.F. Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76542,Labetalol S.A.L.F.,Intravenous Use,United Kingdom (Northern Ireland),S.A.L.F. Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76543,Labetalol S.A.L.F. S.P.A. Laboratorio,Intravenous Use,Ireland,S.A.L.F. Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76544,Labetalol Stragen,Intravenous Use,France,S.A.L.F. Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76545,Labetalol Synchrony,Intravenous Use,United Kingdom (Northern Ireland),Synchrony Pharma Limited,United Kingdom,safety@cnx-therapeutics.com
76546,Labetalol Tillomed,Oral Use,United Kingdom (Northern Ireland),Tillomed Laboratories Ltd,Romania,PVUK@tillomed.com
76547,Labetalol Tillomed Laboratories,Oral Use,United Kingdom (Northern Ireland),Tillomed Laboratories Ltd,Romania,PVUK@tillomed.com
76548,Labetalolo S.A.L.F.,Intravenous Use,Italy,S.A.L.F. Spa Laboratorio Farmacologico,Italy,stefano.baroni@salfspa.it
76549,Labiameo,Sublingual Use,France,Boiron,France,pharmacovigilance@boiron.fr
76550,Labigat,Oral Use,Denmark,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com
76551,Labigat,Oral Use,Germany,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com
76552,Labigat,Oral Use,Greece,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com
76553,Labigat,Oral Use,Italy,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com
76554,Labigat,Oral Use,Spain,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com
76555,Labileno,Oral Use,Spain,"Glaxosmithkline, S.A.",Belgium,ukmedinfo@gsk.com
76556,Labisan,Cutaneous Use,Austria,Bano Healthcare Gmbh,Germany,pv@cso-pharma.eu
76557,Labisan,Cutaneous Use,Austria,Bioinfus Nascyma Vertriebs Gmbh,MAH to provide PSMF location,johann.dirnberger@bioinfus.com
76558,Labocton,Oral Use,Greece,Viofar Ltd,Greece,pharmacovigilance@medwork.gr
76559,Laboteqlek Anti-Red,Oral Use,Poland,Aflofarm Farmacja Polska Sp. Z O.O.,Poland,jrzasa@aflofarm.pl
76560,Labous,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.,Greece,athanassopoulou@elpen.gr
76561,Labrycor,Intravenous Use,Belgium,Macure Healthcare Limited,Denmark,pharmacovigilance@macurepharma.com
76562,Labrycor,Intravenous Use,Cyprus,Macure Healthcare Limited,Denmark,pharmacovigilance@macurepharma.com
76563,Labrycor,Intravenous Use,Czech Republic,Macure Healthcare Limited,Denmark,hm@viadpharma.dk
76564,Labrycor,Intravenous Use,Greece,Macure Healthcare Limited,Denmark,pharmacovigilance@macurepharma.com
76565,Labrycor,Intravenous Use,Ireland,Macure Healthcare Limited,Denmark,hm@viadpharma.dk
76566,Labrycor,Intravenous Use,Netherlands,Macure Healthcare Limited,Denmark,hm@viadpharma.dk
76567,Labrycor,Intravenous Use,Spain,Macure Healthcare Limited,Denmark,hm@viadpharma.dk
76568,Lacedor,"Epidural Use ,Intramuscular Use ,Intrathecal Use ,Intravenous Use ,Subcutaneous Use",Sweden,Kalceks,Latvia,vigilance@grindeks.com
76569,Lacerol,Oral Use,Spain,Lacer S.A.,Italy,drugsafety@lacer.es
76570,Lacerol Cor Retard,Oral Use,Spain,Lacer S.A.,Italy,drugsafety@lacer.es
76571,Lacerol Hta Retard,Oral Use,Spain,Lacer S.A.,Italy,drugsafety@lacer.es
76572,Lacerol Retard,Oral Use,Spain,Lacer S.A.,Italy,drugsafety@lacer.es
76573,Lacerol Retard,Oral Use,Spain,Lacer S.A.,Italy,drugsafety@lacer.es
76574,Lachesis Comp.,Subcutaneous Use,Germany,Wala Heilmittel Gmbh,Germany,arzneimittelsicherheit@wala.de
76575,Lachesis Comp.,Sublingual Use,Germany,Wala Heilmittel Gmbh,Germany,arzneimittelsicherheit@wala.de
76576,Lachesis Complejo N°122,Oral Use,Spain,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76577,Lachesis Complexe N°122,Sublingual Use,France,Laboratoires Lehning,France,pharmacovigilance@lehning.fr
76578,Lachesis Weleda,Subcutaneous Use,Germany,Weleda Ag,Italy,pharmacovigilance@weleda.de
